id,pname,gender,fname,canonical_fname,oname,born_on_year,begin_on_year,begin_on_month,begin_on_day,end_on_year,end_on_month,end_on_day,nationality,sheet,is_higher_official,is_core_section,second_nationality,age,age_group
4922,Bertil Gotthard Ohlin,Male,Member of Section,LoN First Division,Economic and Financial,,1931,1,1,1931,10,15,Swedish,core_only,False,True,,,
5272,Bhagirath Nath Kaul,Male,Expert/Specialist,LoN First Division,Financial  & Economic Intelligence Service,1899,1937,9,1,1942,8,31,Indian,core_only,False,True,,38,30-40
9394,Bianca Mosca,Female,Assistant,LoN Second Division,Communications and Transit,1899,1926,6,1,1927,3,31,Italian,core_only,False,True,,27,20-30
9394,Bianca Mosca,Female,Assistant,LoN Second Division,Communications and Transit,1899,1927,7,4,1927,8,15,Italian,core_only,False,True,,28,20-30
9394,Bianca Mosca,Female,Assistant,LoN Second Division,Communications and Transit,1899,1927,9,5,1927,9,15,Italian,core_only,False,True,,28,20-30
4911,Birgit Nissen,Female,Temporary Collaborator,LoN First Division,Information,,1937,9,9,1937,9,30,Norwegian,core_only,False,True,,,
5038,Björn Thordarsson,Male,Temporary Collaborator,LoN First Division,Information,,1928,6,1,1928,6,29,Icelander,core_only,False,True,,,
10810,Blanche Alexandre,Female,Secretary Shorthand-Typist,LoN Second Division,Disarmament,1887,1921,1,1,1927,10,27,French,core_only,False,True,,34,30-40
10810,Blanche Alexandre,Female,Shorthand Typist,LoN Second Division,Disarmament,1887,1927,10,27,1934,9,30,French,core_only,False,True,,40,30-40
10810,Blanche Alexandre,Female,Shorthand Typist,LoN Second Division,Pool,1887,1920,10,27,1921,1,1,French,core_only,False,False,,33,30-40
5075,Bodil Begtrup,Female,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Dane,core_only,False,True,,,
5136,Boleslaw Celinski,Male,Member of Section,LoN First Division,Social Questions and Opium Traffic,1904,1936,2,4,1946,8,31,Polish,core_only,False,True,,32,30-40
4873,Bolton C.  Waller,Male,Temporary Collaborator,LoN First Division,Information,,1929,8,26,1929,9,16,Irish,core_only,False,True,,,
11634,Bourdrez,Male,Representative,League of Nations staff,Communications and Transit,1901,1931,11,15,1938,12,31,Dutch,core_only,False,True,,30,20-30
5247,Branko Lukac,Male,Chief of Section,LoN First Division,Communications and Transit,1894,1939,4,1,1946,7,31,Yugoslav,core_only,False,True,,45,40-50
5247,Branko Lukac,Male,Member of Section,LoN First Division,Communications and Transit,1894,1929,5,1,1939,4,1,Yugoslav,core_only,False,True,,35,30-40
5459,Brian Durnin,Male,Expert/Specialist,LoN First Division,Information,1912,1938,9,12,1940,12,31,Irish,core_only,False,True,,26,20-30
5150,Brij Mohan Sharma,Male,Assistant,LoN Second Division,League of Nations,1900,,,,1933,,,Indian,core_only,False,False,,,
5150,Brij Mohan Sharma,Male,Correspondent,LoN Second Division,Information,1900,1933,,,1946,7,31,Indian,core_only,False,True,,33,30-40
11359,Brijlal Nehru,Male,Temporary Collaborator,LoN First Division,Information,,1931,9,1,1931,9,22,Indian,core_only,False,True,,,
5180,Bruno Brivonesi,Male,Member of Section,LoN First Division,Disarmament,1886,1924,2,1,1931,6,30,Italian,core_only,False,True,,38,30-40
4718,Bryan Fullerton Adams,Male,Secretary,LoN First Division,Disarmament,1887,1928,11,27,1939,5,26,British,core_only,False,True,,41,40-50
8758,Béatrice  Goerg,Female,Clerk,LoN Second Division,Social Questions and Opium Traffic,1913,1932,3,14,1940,1,31,Swiss,core_only,False,True,,19,14-20
8758,Béatrice  Goerg,Female,Clerk,LoN Second Division,Social Questions and Opium Traffic,1913,1945,10,1,1946,8,31,Swiss,core_only,False,True,,32,30-40
8758,Béatrice  Goerg,Female,Copyholder,LoN Second Division,Printing & Publishing Department,1913,1932,2,2,1932,3,13,Swiss,core_only,False,False,,19,14-20
4935,Béatrice Olga Elisabeth Zukotynska,Female,Temporary Collaborator,LoN First Division,Information,1905,1932,9,19,1932,10,10,Polish,core_only,False,True,,27,20-30
5350,C. E.  Mascarenyes,Male,Temporary Collaborator,LoN First Division,Information,,1937,9,9,1937,9,30,Spanish,core_only,False,True,,,
4904,C.H. Wykes,Male,Member of Section,LoN First Division,Information,,1919,8,19,1920,1,9,British,core_only,False,True,,,
5319,C.J. Brunskog,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,Swedish,core_only,False,True,,,
4876,C.N. Nallamunthu Ammal,Female,Temporary Collaborator,LoN First Division,Information,,1928,8,29,1928,9,12,Indian,core_only,False,True,,,
9369,Capitaine Francois Monroe,Male,Secretary,LoN First Division,Disarmament,1886,1920,8,1,1923,10,27,French,core_only,False,True,,34,30-40
8812,Captain Jean-Baptist Charles Grandiere,Male,Secretary,LoN First Division,Disarmament,1888,1930,2,24,1931,7,5,French,core_only,False,True,,42,40-50
11246,Captain Ugo Leone,Male,Secretary,LoN First Division,Disarmament,1893,1920,10,16,1924,9,30,Italian,core_only,False,True,,27,20-30
11246,Captain Ugo Leone,Male,Secretary,LoN First Division,Disarmament,1893,1925,11,1,1926,10,9,Italian,core_only,False,True,,32,30-40
5451,Carin Hermelin,Female,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Swedish,core_only,False,True,,,
5453,Carl Doka,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,9,1935,9,30,Swiss,core_only,False,True,,,
5254,Carl Prausnitz,Male,Expert/Specialist,LoN First Division,Health,,1930,6,26,1930,12,31,German,core_only,False,True,,,
5110,Carlo Perrone Capano,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Italian,core_only,False,True,,,
11221,Carlo Rezzonico,Male,Statistical Clerk,LoN Second Division,Economic and Financial,1899,1922,2,16,1922,10,24,Swiss,core_only,False,True,,23,20-30
12462,Carlos Garcia Palacios,Male,Assistant,LoN Second Division,Publications Service,1898,1920,11,17,1920,12,18,Chilean,core_only,False,False,,22,20-30
12462,Carlos Garcia Palacios,Male,Member of Section,LoN First Division,Information,1898,1927,1,3,1940,12,31,Chilean,core_only,False,True,,29,20-30
11886,Carmen Ednée Chatel née Roth,Female,Clerk,LoN Second Division,Central Opium Board,1905,1945,11,23,1946,7,31,Swiss,core_only,False,False,,40,30-40
11886,Carmen Ednée Chatel née Roth,Female,Clerk,LoN Second Division,Economic and Financial,1905,1925,1,1,1940,5,17,Swiss,core_only,False,True,,20,14-20
11886,Carmen Ednée Chatel née Roth,Female,Clerk,LoN Second Division,Library,1905,1921,5,20,1924,12,31,Swiss,core_only,False,False,,16,14-20
8597,Carmen Louise Fioroli,Female,Shorthand Typist,LoN Second Division,Pool,1908,1927,5,2,1929,7,31,Swiss,core_only,False,False,,19,14-20
8597,Carmen Louise Fioroli,Female,Shorthand Typist,LoN Second Division,Social Questions and Opium Traffic,1908,1929,8,1,1938,8,25,Swiss,core_only,False,True,,21,20-30
5441,Carol Albert Dienesch,Male,Clerk,LoN Second Division,Distribution of Documents,1878,1921,9,1,1921,9,,Romanian,core_only,False,False,,43,40-50
5441,Carol Albert Dienesch,Male,Temporary Collaborator,LoN First Division,Information,1878,1922,9,1,1922,9,30,Romanian,core_only,False,True,,44,40-50
5441,Carol Albert Dienesch,Male,Temporary Collaborator,LoN First Division,Information,1878,1923,9,3,1923,9,,Romanian,core_only,False,True,,45,40-50
5441,Carol Albert Dienesch,Male,Translator,LoN First Division,Information,1878,1924,9,1,1924,9,,Romanian,core_only,False,True,,46,40-50
5441,Carol Albert Dienesch,Male,Translator,LoN First Division,Information,1878,1925,9,7,1925,9,,Romanian,core_only,False,True,,47,40-50
10349,Catherine Elwood,Female,Private Secretary,LoN Second Division,Mandates,1893,1921,3,14,1927,10,15,US-American,core_only,False,True,,28,20-30
10349,Catherine Elwood,Female,Secretary,Secretary,League of Red Cross Societies,1893,,,,,,,US-American,lonsea_all,False,False,,,
9599,Catherine Pastuhov née Ouvaroff,Female,Assistant,LoN Second Division,Political,1896,1922,7,1,1926,12,31,Czech,core_only,False,True,,26,20-30
9599,Catherine Pastuhov née Ouvaroff,Female,Clerk,LoN Second Division,Political,1896,1927,1,1,1927,4,6,Czech,core_only,False,True,,31,30-40
9599,Catherine Pastuhov née Ouvaroff,Female,Clerk,LoN Second Division,Registry,1896,1927,4,7,1940,5,31,Czech,core_only,False,False,,31,30-40
9599,Catherine Pastuhov née Ouvaroff,Female,Translator,LoN First Division,Russian Refugees,1896,1921,7,8,1922,6,30,Czech,core_only,False,False,,25,20-30
5486,Cecil von Renthe-Fink,Male,Member of Section,LoN First Division,Political,,1927,1,8,1933,10,31,German,core_only,False,True,,,
9525,Cecilia Bernardine Oppenheimer,Female,Assistant,LoN Second Division,Legal,1880,1920,11,1,1921,12,31,Dutch,core_only,False,True,,40,30-40
9525,Cecilia Bernardine Oppenheimer,Female,Secretary,LoN First Division,Legal,1880,1919,8,1,1920,10,31,Dutch,core_only,False,True,,39,30-40
9525,Cecilia Bernardine Oppenheimer,Female,Senior Assistant,LoN First Division,Administrative and Minorities,1880,1924,10,6,1938,8,4,Dutch,core_only,False,True,,44,40-50
9525,Cecilia Bernardine Oppenheimer,Female,Senior Assistant,LoN First Division,Legal,1880,1922,1,1,1924,10,5,Dutch,core_only,False,True,,42,40-50
9529,Charles Andrew Orr,Male,Clerk,LoN Second Division,Health,1906,1929,4,15,1930,6,30,US-American,core_only,False,True,,23,20-30
5072,Charles Anthony Woodward Manning,Male,Assistant,LoN Second Division,Secretary-General's Office,1894,1922,12,1,1924,1,14,South African,core_only,False,False,,28,20-30
5072,Charles Anthony Woodward Manning,Male,Member of Section,LoN First Division,Health,1894,1929,3,22,1929,4,21,South African,core_only,False,True,,35,30-40
5072,Charles Anthony Woodward Manning,Male,Minute Writer,LoN Second Division,Mandates,1894,1930,9,10,1930,9,30,South African,core_only,False,True,,36,30-40
5072,Charles Anthony Woodward Manning,Male,Précis Writer,LoN First Division,League of Nations,1894,1925,8,31,1925,9,30,South African,core_only,False,False,,31,30-40
5072,Charles Anthony Woodward Manning,Male,Précis Writer,LoN First Division,League of Nations,1894,1926,8,31,1926,10,9,South African,core_only,False,False,,32,30-40
5072,Charles Anthony Woodward Manning,Male,Précis Writer,LoN First Division,League of Nations,1894,1926,10,27,1926,11,2,South African,core_only,False,False,,32,30-40
5072,Charles Anthony Woodward Manning,Male,Précis Writer,LoN First Division,League of Nations,1894,1928,9,3,1928,9,29,South African,core_only,False,False,,34,30-40
5072,Charles Anthony Woodward Manning,Male,Recording Secretary,LoN Second Division,League of Nations,1894,1924,8,27,1924,10,4,South African,core_only,False,False,,30,20-30
5063,Charles Blackman,Male,Head of Office,President,"The Correspondent Office, League of Nations",1890,,,,,,,British,lonsea_all,False,False,,,
5063,Charles Blackman,Male,Member of Section,LoN First Division,Disarmament,1890,1925,11,27,1928,11,26,British,core_only,False,True,,35,30-40
11647,Charles Bothmer,Male,Liaison Officer,LoN First Division,Information,,1927,5,1,1929,11,25,Hungarian,core_only,False,True,,,
5163,Charles Eugène Aloïs Marie Smets,Male,Acting Secretary,LoN First Division,China Liaison Committee,1881,1937,,,1939,5,2,Belgian,core_only,False,False,,56,50-60
5163,Charles Eugène Aloïs Marie Smets,Male,Member of Section,LoN First Division,Economic Relations,1881,1931,1,1,1937,,,Belgian,core_only,False,True,,50,40-50
5163,Charles Eugène Aloïs Marie Smets,Male,Member of Section,LoN First Division,Economic and Financial,1881,1922,11,21,1931,1,1,Belgian,core_only,False,True,,41,40-50
9104,Charles Francis Darlington,Male,Assistant,LoN Second Division,Economic and Financial,1904,1929,1,15,1931,9,20,US-American,core_only,False,True,,25,20-30
11171,Charles Lederrey,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1915,1938,1,7,1940,5,20,Swiss,core_only,False,True,,23,20-30
9403,Charles Louis Mottier,Male,Secretary,LoN First Division,Mandates,1894,1932,5,1,1940,11,30,Swiss,core_only,False,True,,38,30-40
9403,Charles Louis Mottier,Male,Statistician,LoN First Division,Health,1894,1924,7,5,1932,4,30,Swiss,core_only,False,True,,30,20-30
9195,Charles Meroni,Male,Messenger,LoN Second Division,Information,1902,1927,4,4,1927,5,23,Swiss,core_only,False,True,,25,20-30
5118,Charles Schonberger,Male,Member of Section,LoN First Division,Economic and Financial,1886,,,,,,,Austrian,core_only,False,True,,,
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Conference for a Customs Truce,1892,1930,2,17,1930,3,30,British,core_only,False,False,,38,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Conference for the Codification of International Law,1892,1930,2,17,,,,British,core_only,False,False,,38,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Conference on Counterfeiting Currency,1892,1929,4,15,1929,8,26,British,core_only,False,False,,37,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Conference on the Control of International Trade,1892,1925,5,3,1926,5,11,British,core_only,False,False,,33,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Council,1892,1938,1,26,1938,2,2,British,core_only,False,False,,46,40-50
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Disarmament,1892,1926,9,27,1926,11,9,British,core_only,False,True,,34,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Disarmament,1892,1926,11,28,1927,3,5,British,core_only,False,True,,34,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Disarmament,1892,1927,3,5,1927,4,28,British,core_only,False,True,,35,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Disarmament,1892,1928,3,15,1928,6,20,British,core_only,False,True,,36,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Disarmement Conference,1892,1926,5,11,1926,8,1,British,core_only,False,False,,34,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Economic Conference,1892,1927,4,28,1927,8,23,British,core_only,False,False,,35,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Economic and Financial,1892,1930,4,28,1930,6,21,British,core_only,False,True,,38,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,General Assemblies Staff,1892,1926,8,1,1926,9,27,British,lonsea_all,False,False,,34,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,General Assemblies Staff,1892,1927,9,5,1928,2,20,British,lonsea_all,False,False,,35,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,General Assemblies Staff,1892,1928,8,30,1929,4,15,British,lonsea_all,False,False,,36,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,General Assemblies Staff,1892,1929,8,26,1930,2,17,British,lonsea_all,False,False,,37,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,General Assemblies Staff,1892,1930,9,4,1930,10,4,British,lonsea_all,False,False,,38,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,General Assemblies Staff,1892,1936,6,26,1936,7,6,British,lonsea_all,False,False,,44,40-50
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,General Assemblies Staff,1892,1937,5,25,1937,5,29,British,lonsea_all,False,False,,45,40-50
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,General Assemblies Staff,1892,1937,9,13,1937,10,6,British,lonsea_all,False,False,,45,40-50
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,"International Conference for the Unification of Laws on Bills of Exchange, Promissary Notes, and Checks",1892,1930,4,28,1930,6,21,British,core_only,False,False,,38,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Mandates,1892,1937,7,30,1937,8,17,British,core_only,False,True,,45,40-50
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Nyon Conference,1892,1937,9,10,1937,9,14,British,core_only,False,False,,45,40-50
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Pool,1892,1926,11,9,1926,11,19,British,core_only,False,False,,34,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Pool,1892,1926,11,19,1926,11,28,British,core_only,False,False,,34,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Pool,1892,1928,2,20,1928,3,15,British,core_only,False,False,,36,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Pool,1892,1928,6,20,1928,8,30,British,core_only,False,False,,36,30-40
9233,Charles Watson Dawson,Male,Verbatim Reporter,LoN Second Division,Transit Conference,1892,1927,8,23,1927,9,5,British,core_only,False,False,,35,30-40
12090,Charlotte Cunitz,Female,Clerical Assistant,LoN Second Division,Berlin Office,1893,1928,2,1,1934,6,4,German,core_only,False,False,,35,30-40
12090,Charlotte Cunitz,Female,Shorthand Typist,LoN Second Division,Information,1893,1928,11,13,1930,5,31,German,core_only,False,True,,35,30-40
11952,Chi-Lieh Chen,Male,Assistant,LoN Second Division,Information,1903,1930,6,2,1930,7,31,Chinese,core_only,False,True,,27,20-30
5507,Chifeng Hsia,Male,Member of Section,LoN First Division,Information,1889,1923,4,17,1928,5,31,Chinese,core_only,False,True,,34,30-40
1268,Chikao/Chikas Fujisawa,Male,Director,Director,The Nippon Cultural Federation,1893,,,,,,,,lonsea_all,False,False,,,
